date,split,seed,model,n_queries,n_pairs,ndcg10_mean,ndcg10_std,wall_s,pairs_per_s,k_candidates,max_seq_len,batch_size,fp16,torch,transformers,sentence_transformers,ir_datasets,arm
2023-03,test,42,bm25,5672,566046,0.2618073903395178,0.34905178395928665,0.0,225039715.8,99,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-03,test,42,jinaai/jina-reranker-v2-base-multilingual,5672,566046,0.4036571273313258,0.40329558228806267,1326.33,426.8,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-04,test,42,bm25,14520,1449407,0.2682549863048542,0.34358345982899946,0.0,360936506.4,99,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-04,test,42,jinaai/jina-reranker-v2-base-multilingual,14520,1449407,0.4062774335877888,0.39060850906983074,3475.19,417.1,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-05,test,42,bm25,11634,1161213,0.2717800162446378,0.34764430476447833,0.01,231673896.7,99,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-05,test,42,jinaai/jina-reranker-v2-base-multilingual,11634,1161213,0.41302612090760527,0.3954071572248077,2807.9,413.6,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-06,test,42,bm25,8745,872769,0.2646479292547272,0.35033013462283624,0.0,273489615.8,99,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-06,test,42,jinaai/jina-reranker-v2-base-multilingual,8745,872769,0.3965518295992737,0.4037052226978539,2071.24,421.4,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-07,test,42,bm25,9832,981129,0.2655435323079419,0.3441896566898622,0.0,289534460.6,99,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-07,test,42,jinaai/jina-reranker-v2-base-multilingual,9832,981129,0.41258163668965997,0.3945437174086197,2430.04,403.7,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-08,test,42,bm25,12917,1289426,0.23957285569051007,0.34159508765146346,0.0,351481421.3,99,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-08,test,42,jinaai/jina-reranker-v2-base-multilingual,12917,1289426,0.35709945652791747,0.39866115892919873,3195.48,403.5,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
